cartridge_id,manifest_file,reference_class,source_field,source_term,resolved_id,status
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,evidence,required_evidence,compliance_certificate financials calculation_workpaper exception_log waiver_approval_if_needed,EVID.COMPLIANCE_CERTIFICATE_FINANCIALS_CALCULATION_WORKPAPER_EXCEPTION_LOG_WAIVER_APPROVAL_IF_NEEDED,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,evidence,required_evidence,payment_flow_map account_analysis service_pricing fraud_control_review implementation_confirmation,EVID.PAYMENT_FLOW_MAP_ACCOUNT_ANALYSIS_SERVICE_PRICING_FRAUD_CONTROL_REVIEW_IMPLEMENTATION_CONFIRMATION,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,evidence,required_evidence,payment_history financial_trends risk_rating_history watchlist_notes action_plan,EVID.PAYMENT_HISTORY_FINANCIAL_TRENDS_RISK_RATING_HISTORY_WATCHLIST_NOTES_ACTION_PLAN,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,evidence,required_evidence,default_notice forbearance_request collateral_value legal_review workout_memo approval_record,EVID.DEFAULT_NOTICE_FORBEARANCE_REQUEST_COLLATERAL_VALUE_LEGAL_REVIEW_WORKOUT_MEMO_APPROVAL_RECORD,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,approval,approval_gates,credit_authority,APP.CREDIT_AUTHORITY,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,approval,approval_gates,credit_authority operations_owner,APP.CREDIT_AUTHORITY_OPERATIONS_OWNER,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,approval,approval_gates,credit_authority legal_counsel_if_material,APP.CREDIT_AUTHORITY_LEGAL_COUNSEL_IF_MATERIAL,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,approval,approval_gates,credit_risk_owner,APP.CREDIT_RISK_OWNER,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,approval,approval_gates,credit_authority legal_counsel executive_owner_if_material,APP.CREDIT_AUTHORITY_LEGAL_COUNSEL_EXECUTIVE_OWNER_IF_MATERIAL,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,approval,approval_gates,treasury_operations_owner security_owner_if_integration,APP.TREASURY_OPERATIONS_OWNER_SECURITY_OWNER_IF_INTEGRATION,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,commercial_loan_exposure,KPI.COMMERCIAL_LOAN_EXPOSURE,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,DSCR,KPI.DSCR,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,leverage,KPI.LEVERAGE,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,risk_rating,KPI.RISK_RATING,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,covenant_breaches,KPI.COVENANT_BREACHES,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,delinquency_rate,KPI.DELINQUENCY_RATE,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,charge_off_rate,KPI.CHARGE_OFF_RATE,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,criticized_classified_loans,KPI.CRITICIZED_CLASSIFIED_LOANS,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,watchlist_loans,KPI.WATCHLIST_LOANS,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,annual_reviews_due,KPI.ANNUAL_REVIEWS_DUE,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,portfolio_yield,KPI.PORTFOLIO_YIELD,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,concentration_by_industry,KPI.CONCENTRATION_BY_INDUSTRY,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,deposit_balances,KPI.DEPOSIT_BALANCES,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,treasury_fee_income,KPI.TREASURY_FEE_INCOME,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,ACH_volume,KPI.ACH_VOLUME,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,wire_volume,KPI.WIRE_VOLUME,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,positive_pay_adoption,KPI.POSITIVE_PAY_ADOPTION,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,relationship_profitability,KPI.RELATIONSHIP_PROFITABILITY,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,cross_sell_ratio,KPI.CROSS_SELL_RATIO,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,new_relationships,KPI.NEW_RELATIONSHIPS,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,kpi,kpis,retention_rate,KPI.RETENTION_RATE,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,dashboard,dashboards,Commercial Banking Executive Dashboard,DASH.COMMERCIAL_BANKING_EXECUTIVE_DASHBOARD,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,dashboard,dashboards,Commercial Credit Dashboard,DASH.COMMERCIAL_CREDIT_DASHBOARD,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,dashboard,dashboards,Treasury Management Dashboard,DASH.TREASURY_MANAGEMENT_DASHBOARD,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,dashboard,dashboards,Portfolio Watchlist Dashboard,DASH.PORTFOLIO_WATCHLIST_DASHBOARD,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,connector,integration_dependencies,objects.registry.json,CONN.OBJECTS_REGISTRY_JSON,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,connector,integration_dependencies,workflows.registry.json,CONN.WORKFLOWS_REGISTRY_JSON,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,connector,integration_dependencies,agents.registry.json,CONN.AGENTS_REGISTRY_JSON,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,connector,integration_dependencies,kpis.registry.json,CONN.KPIS_REGISTRY_JSON,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,connector,integration_dependencies,dashboards.registry.json,CONN.DASHBOARDS_REGISTRY_JSON,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,connector,integration_dependencies,relationships.registry.json,CONN.RELATIONSHIPS_REGISTRY_JSON,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,connector,integration_dependencies,evidence.registry.json,CONN.EVIDENCE_REGISTRY_JSON,resolved
FS-4003,FS-4003_COMMERCIAL_BANKING.cartridge.json,connector,integration_dependencies,approvals.registry.json,CONN.APPROVALS_REGISTRY_JSON,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,object,primary_objects,MortgageLoan,OBJ.MORTGAGELOAN,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,object,primary_objects,Borrower,OBJ.BORROWER,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,object,primary_objects,Property,OBJ.PROPERTY,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,object,primary_objects,Condition,OBJ.CONDITION,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,object,primary_objects,Disclosure,OBJ.DISCLOSURE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,object,primary_objects,RateLock,OBJ.RATELOCK,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,object,primary_objects,ClosingPackage,OBJ.CLOSINGPACKAGE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,object,primary_objects,PostCloseQC,OBJ.POSTCLOSEQC,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,relationship,relationships,APPLIES_FOR,REL.APPLIES_FOR,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,relationship,relationships,SECURED_BY,REL.SECURED_BY,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,relationship,relationships,BLOCKS_OR_CLEARS,REL.BLOCKS_OR_CLEARS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,relationship,relationships,SATISFIES,REL.SATISFIES,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,relationship,relationships,GOVERNS,REL.GOVERNS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,relationship,relationships,FUNDS,REL.FUNDS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,workflow,supported_workflows,Mortgage Application Intake,WF.MORTGAGE_APPLICATION_INTAKE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,workflow,supported_workflows,Document Collection,WF.DOCUMENT_COLLECTION,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,workflow,supported_workflows,Processing and Underwriting,WF.PROCESSING_AND_UNDERWRITING,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,workflow,supported_workflows,Disclosure Timing Review,WF.DISCLOSURE_TIMING_REVIEW,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,workflow,supported_workflows,Closing and Funding,WF.CLOSING_AND_FUNDING,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,workflow,supported_workflows,Post-Close QC,WF.POST_CLOSE_QC,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,agent,allowed_agents,Mortgage File Intake Agent,AGENT.MORTGAGE_FILE_INTAKE_AGENT,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,agent,allowed_agents,Document Collection Agent,AGENT.DOCUMENT_COLLECTION_AGENT,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,agent,allowed_agents,Condition Clearing Agent,AGENT.CONDITION_CLEARING_AGENT,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,agent,allowed_agents,Disclosure Timing Agent,AGENT.DISCLOSURE_TIMING_AGENT,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,agent,allowed_agents,Underwriting Support Agent,AGENT.UNDERWRITING_SUPPORT_AGENT,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,agent,allowed_agents,Rate Lock Monitor,AGENT.RATE_LOCK_MONITOR,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,agent,allowed_agents,Closing Checklist Agent,AGENT.CLOSING_CHECKLIST_AGENT,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,agent,allowed_agents,Post-Close QC Agent,AGENT.POST_CLOSE_QC_AGENT,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,evidence,required_evidence,loan_application borrower_identity property_information initial_disclosures_if_applicable,EVID.LOAN_APPLICATION_BORROWER_IDENTITY_PROPERTY_INFORMATION_INITIAL_DISCLOSURES_IF_APPLICABLE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,evidence,required_evidence,income_documents asset_documents credit_report property_documents condition_evidence,EVID.INCOME_DOCUMENTS_ASSET_DOCUMENTS_CREDIT_REPORT_PROPERTY_DOCUMENTS_CONDITION_EVIDENCE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,evidence,required_evidence,credit_report income_calculation asset_verification appraisal title insurance program_eligibility,EVID.CREDIT_REPORT_INCOME_CALCULATION_ASSET_VERIFICATION_APPRAISAL_TITLE_INSURANCE_PROGRAM_ELIGIBILITY,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,evidence,required_evidence,loan_estimate closing_disclosure delivery_confirmation timing_calculation change_of_circumstance_if_applicable,EVID.LOAN_ESTIMATE_CLOSING_DISCLOSURE_DELIVERY_CONFIRMATION_TIMING_CALCULATION_CHANGE_OF_CIRCUMSTANCE_IF_APPLICABLE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,evidence,required_evidence,clear_to_close closing_disclosure closing_docs funding_authorization wire_confirmation boarding_confirmation,EVID.CLEAR_TO_CLOSE_CLOSING_DISCLOSURE_CLOSING_DOCS_FUNDING_AUTHORIZATION_WIRE_CONFIRMATION_BOARDING_CONFIRMATION,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,evidence,required_evidence,closed_loan_file QC_checklist defect_log cure_evidence investor_saleability_review,EVID.CLOSED_LOAN_FILE_QC_CHECKLIST_DEFECT_LOG_CURE_EVIDENCE_INVESTOR_SALEABILITY_REVIEW,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,approval,approval_gates,underwriter credit_authority_if_exception,APP.UNDERWRITER_CREDIT_AUTHORITY_IF_EXCEPTION,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,approval,approval_gates,compliance_owner,APP.COMPLIANCE_OWNER,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,approval,approval_gates,underwriter closing_manager,APP.UNDERWRITER_CLOSING_MANAGER,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,approval,approval_gates,funding_manager operations_owner,APP.FUNDING_MANAGER_OPERATIONS_OWNER,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,approval,approval_gates,underwriter compliance_owner_if_regulatory,APP.UNDERWRITER_COMPLIANCE_OWNER_IF_REGULATORY,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,approval,approval_gates,QC_manager secondary_market_owner_if_saleability_issue,APP.QC_MANAGER_SECONDARY_MARKET_OWNER_IF_SALEABILITY_ISSUE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,applications,KPI.APPLICATIONS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,locks,KPI.LOCKS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,submissions,KPI.SUBMISSIONS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,approvals,KPI.APPROVALS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,clear_to_close,KPI.CLEAR_TO_CLOSE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,funded_loans,KPI.FUNDED_LOANS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,pull_through_rate,KPI.PULL_THROUGH_RATE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,application_to_close_days,KPI.APPLICATION_TO_CLOSE_DAYS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,processing_cycle_time,KPI.PROCESSING_CYCLE_TIME,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,underwriting_turn_time,KPI.UNDERWRITING_TURN_TIME,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,closing_cycle_time,KPI.CLOSING_CYCLE_TIME,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,condition_count,KPI.CONDITION_COUNT,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,defect_rate,KPI.DEFECT_RATE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,post_close_findings,KPI.POST_CLOSE_FINDINGS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,disclosure_exceptions,KPI.DISCLOSURE_EXCEPTIONS,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,fallout_rate,KPI.FALLOUT_RATE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,loan_volume,KPI.LOAN_VOLUME,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,gain_on_sale,KPI.GAIN_ON_SALE,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,margin,KPI.MARGIN,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,lock_extension_cost,KPI.LOCK_EXTENSION_COST,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,kpi,kpis,production_income,KPI.PRODUCTION_INCOME,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,dashboard,dashboards,Mortgage Pipeline Dashboard,DASH.MORTGAGE_PIPELINE_DASHBOARD,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,dashboard,dashboards,Mortgage Operations Dashboard,DASH.MORTGAGE_OPERATIONS_DASHBOARD,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,dashboard,dashboards,Mortgage Compliance Dashboard,DASH.MORTGAGE_COMPLIANCE_DASHBOARD,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,dashboard,dashboards,Mortgage Economics Dashboard,DASH.MORTGAGE_ECONOMICS_DASHBOARD,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,connector,integration_dependencies,objects.registry.json,CONN.OBJECTS_REGISTRY_JSON,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,connector,integration_dependencies,workflows.registry.json,CONN.WORKFLOWS_REGISTRY_JSON,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,connector,integration_dependencies,agents.registry.json,CONN.AGENTS_REGISTRY_JSON,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,connector,integration_dependencies,kpis.registry.json,CONN.KPIS_REGISTRY_JSON,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,connector,integration_dependencies,dashboards.registry.json,CONN.DASHBOARDS_REGISTRY_JSON,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,connector,integration_dependencies,relationships.registry.json,CONN.RELATIONSHIPS_REGISTRY_JSON,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,connector,integration_dependencies,evidence.registry.json,CONN.EVIDENCE_REGISTRY_JSON,resolved
FS-4004,FS-4004_MORTGAGE.cartridge.json,connector,integration_dependencies,approvals.registry.json,CONN.APPROVALS_REGISTRY_JSON,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,object,primary_objects,Fund,OBJ.FUND,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,object,primary_objects,Startup,OBJ.STARTUP,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,object,primary_objects,Founder,OBJ.FOUNDER,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,object,primary_objects,Investment,OBJ.INVESTMENT,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,object,primary_objects,Round,OBJ.ROUND,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,object,primary_objects,Pilot,OBJ.PILOT,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,object,primary_objects,LP,OBJ.LP,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,object,primary_objects,PortfolioCompany,OBJ.PORTFOLIOCOMPANY,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,relationship,relationships,Fund INVESTS_IN Startup,REL.FUND_INVESTS_IN_STARTUP,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,relationship,relationships,Founder FOUNDED Startup,REL.FOUNDER_FOUNDED_STARTUP,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,relationship,relationships,Startup RAISES Round,REL.STARTUP_RAISES_ROUND,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,relationship,relationships,Pilot VALIDATES Startup,REL.PILOT_VALIDATES_STARTUP,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,relationship,relationships,Institution PILOTS Product,REL.INSTITUTION_PILOTS_PRODUCT,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,workflow,supported_workflows,Deal sourcing,WF.DEAL_SOURCING,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,workflow,supported_workflows,Initial screening,WF.INITIAL_SCREENING,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,workflow,supported_workflows,Investment committee memo,WF.INVESTMENT_COMMITTEE_MEMO,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,workflow,supported_workflows,Due diligence,WF.DUE_DILIGENCE,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,workflow,supported_workflows,Portfolio monitoring,WF.PORTFOLIO_MONITORING,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,workflow,supported_workflows,Strategic pilot,WF.STRATEGIC_PILOT,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,workflow,supported_workflows,Follow-on decision,WF.FOLLOW_ON_DECISION,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,workflow,supported_workflows,LP reporting,WF.LP_REPORTING,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,agent,allowed_agents,Deal Scout,AGENT.DEAL_SCOUT,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,agent,allowed_agents,Founder Research Agent,AGENT.FOUNDER_RESEARCH_AGENT,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,agent,allowed_agents,Market Analyst,AGENT.MARKET_ANALYST,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,agent,allowed_agents,Investment Memo Writer,AGENT.INVESTMENT_MEMO_WRITER,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,agent,allowed_agents,Strategic Pilot Manager,AGENT.STRATEGIC_PILOT_MANAGER,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,agent,allowed_agents,LP Reporting Agent,AGENT.LP_REPORTING_AGENT,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,evidence,required_evidence,pitch_deck founder_profile market_summary,EVID.PITCH_DECK_FOUNDER_PROFILE_MARKET_SUMMARY,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,evidence,required_evidence,financial_model cap_table customer_references security_review,EVID.FINANCIAL_MODEL_CAP_TABLE_CUSTOMER_REFERENCES_SECURITY_REVIEW,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,evidence,required_evidence,IC_memo term_sheet approval_record,EVID.IC_MEMO_TERM_SHEET_APPROVAL_RECORD,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,evidence,required_evidence,board_updates KPI_export investor_update,EVID.BOARD_UPDATES_KPI_EXPORT_INVESTOR_UPDATE,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,evidence,required_evidence,pilot_plan success_metrics integration_review,EVID.PILOT_PLAN_SUCCESS_METRICS_INTEGRATION_REVIEW,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,approval,approval_gates,investment_authority,APP.INVESTMENT_AUTHORITY,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,approval,approval_gates,business_owner compliance_owner,APP.BUSINESS_OWNER_COMPLIANCE_OWNER,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,approval,approval_gates,executive_owner,APP.EXECUTIVE_OWNER,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,companies_sourced,KPI.COMPANIES_SOURCED,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,decks_reviewed,KPI.DECKS_REVIEWED,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,IC_reviews,KPI.IC_REVIEWS,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,investments_closed,KPI.INVESTMENTS_CLOSED,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,ARR,KPI.ARR,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,MRR,KPI.MRR,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,growth_rate,KPI.GROWTH_RATE,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,burn_rate,KPI.BURN_RATE,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,runway_months,KPI.RUNWAY_MONTHS,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,TVPI,KPI.TVPI,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,DPI,KPI.DPI,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,RVPI,KPI.RVPI,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,gross_IRR,KPI.GROSS_IRR,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,kpi,kpis,net_IRR,KPI.NET_IRR,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,dashboard,dashboards,Venture Fund Dashboard,DASH.VENTURE_FUND_DASHBOARD,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,dashboard,dashboards,Deal Flow Dashboard,DASH.DEAL_FLOW_DASHBOARD,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,dashboard,dashboards,Startup Portfolio Dashboard,DASH.STARTUP_PORTFOLIO_DASHBOARD,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,dashboard,dashboards,Strategic Adoption Dashboard,DASH.STRATEGIC_ADOPTION_DASHBOARD,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,connector,integration_dependencies,objects.registry.json,CONN.OBJECTS_REGISTRY_JSON,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,connector,integration_dependencies,workflows.registry.json,CONN.WORKFLOWS_REGISTRY_JSON,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,connector,integration_dependencies,agents.registry.json,CONN.AGENTS_REGISTRY_JSON,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,connector,integration_dependencies,kpis.registry.json,CONN.KPIS_REGISTRY_JSON,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,connector,integration_dependencies,dashboards.registry.json,CONN.DASHBOARDS_REGISTRY_JSON,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,connector,integration_dependencies,relationships.registry.json,CONN.RELATIONSHIPS_REGISTRY_JSON,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,connector,integration_dependencies,evidence.registry.json,CONN.EVIDENCE_REGISTRY_JSON,resolved
FS-4007,FS-4007_VENTURE_CAPITAL.cartridge.json,connector,integration_dependencies,approvals.registry.json,CONN.APPROVALS_REGISTRY_JSON,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,Issuer,OBJ.ISSUER,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,Investor,OBJ.INVESTOR,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,Security,OBJ.SECURITY,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,Participation,OBJ.PARTICIPATION,resolved
FS-4008,FS-4008_CAPITAL_MARKETS.cartridge.json,object,primary_objects,Offering,OBJ.OFFERING,resolved
